brewery_id,brewery.name,brewery.address,brewery.contact,brewery.homepage,brewery_programs
187,석이원주조,대전광역시 동구 흥룡로 71번길 27,042-485-5520,www.seokiwon.com,
188,석전주가,경상북도 칠곡군 왜관읍 동산2길 19,054-976-3552,https://smartstore.naver.com/sjsangon,
189,선산주조,경상북도 구미시 봉곡동로2길 131 101호 선산주조 (우 : 39206),010-6626-6195,https://smartstore.naver.com/theseonsan,
190,선운산복분자주흥진,전북 고창군 부안면 복분자로535,063-561-0209,,
191,선인양조,경기도 양주시 가래비9길 1229,031-826-7080,https://smartstore.naver.com/suninbrew,
192,설악프로방스배꽃마을,강원 속초시 이목로 10449,033-637-1199,,
193,성광주조,충청남도 당진시 순성면 봉소길,041-357-2123,https://www.facebook.com/skbw.co.kr,
194,성포양조장,경상남도 거제시 사등면 지석3길3,055-632-5134,http://www.xnoj4b23fvzbgxa733b.kr/,
195,세찬,경북 영천시 포은로 84250,054-357-5357,sechan.kr,
196,소계리와인,충청북도 영동군 추풍령면 은편길26,010-3622-5544,https://smartstore.naver.com/sokyeriwine,
197,소양강도가구천정양조장,강원도 춘천시 신북읍 율문길 655,033-243-2252,http://sygdoga.modoo.at/,
198,소양주조,강원특별자치도 춘천시 후석로 420번길 7,010-6874-7273,https://smartstore.naver.com/soyangbrewery/products/10336683071,
199,솔래원,강원도 양구군 방산면 칠전길 127,033-482-8000,https://solraewon.modoo.at/,
200,솔송주,경상남도 함양군 지곡면 지곡창촌길 3,055-963-8992,https://www.solsongju.com/,
201,솔티마을,세종특별자치시 전동면 솔티로 3759 1층,010-6306-7889,https://smartstore.naver.com/solti,
202,송로주,충북 보은군 속리산면 구병리 518번지,043-542-0774,,
203,송화양조원,전북 완주군 구이면 구이로 1096,063-210-7047,http://www.songhwa.co.kr/default/,
204,수도산와이너리,경상북도 김천시 증산면 금곡리 2261번지,054-439-1518,https://smartstore.naver.com/sdsmeru/profile,"나만의 와인 | 장소 | 수도산 와이너리 체험장 | 내용 | 생산되어 있는 크라테 와인 병에 담아서 가기 | 소요시간 | 1시간 | 투어비용 | 15,000원/20,000원 | 뱅쇼만들기 | 장소 | 수도산 와이너리 체험장 | 내용 | 크라테와인+ 과일과 향신료를 넣고 끓여 마시는 유럽식 쌍화차 만들기 | 소요시간 | 2시간 | 투어비용 | 1인 15,000원(4인 이상)"
205,수블가,"결기도 용인시 기흥구 갈곡로 3, 지층1호",,https://smartstore.naver.com/sooblega,
206,수성주류,대구 북구 조야로7길 22,053-952-1125,http://www.soosungliquor.com/,
207,순성왕매실영농조합,충남 당진시 순성면 매실로 398,041-354-1205,,
208,순천주조,전라남도 순천시 이수로 97,010-4010-6517,https://smartstore.naver.com/mayday82,
209,술다끄는집,제주 서귀포시 표선면 성욱리 883,02-6927-3013,,
210,술담화,"경기도 용인시 수지구 광교중앙로 338, A동 525호",070-5014-1282,https://www.sooldamhwa.com/damhwaMarket,
211,술도가제주바당,제주 제주시 구좌읍 종달로5길 27,064-783-1775,https://jejudoga.modoo.at/,
212,술로우,경기도 화성시 마도면 마도로609번길 161 1동 술로우 (우 : 18541),010-8712-8215,https://smartstore.naver.com/sulow_brewery,
213,술빚는전가네,경기도 포천시 영북면 산정호수로 335,010-5245-9708,https://www.sooldoga.com/home,"찹쌀 단양주 체험하기 | 장소 | 내용 | 단양주 빚기 체험 후 1인당 2L의 원주 지급 / 일주일 후 발효된 원주를 거름망에 걸러서 냉장고에서 숙성 후 음용 | 소요시간 | 2시간 내외 (하루 전 예약 필수) | 투어비용 | 30,000원"
214,술빚는호랑이,경기도 남양주시 늘을1로16번길 29 (늘봄타워) 5층 502호,070-8984-7425,https://smartstore.naver.com/horangmead,
215,술샘,경기도 용인시 처인구 양지면 죽양대로 22981,070-4218-5225,http://www.sulseam.com,"시음 | 장소 | 술샘 1층 시음장 | 내용 | 술샘 제품 시음 | 소요시간 | - | 투어비용 | 무료 | 체험 및 견학 | 장소 | 술샘 | 내용 | 전통주강의, 간단체험, 제조장 견학, 시음 | 소요시간 | 3시간 | 투어비용 | 35,000원"
216,술소리,전북 남원시 시묘길 130(오암동),063-625-5050,https://sulsori.modoo.at/,
217,술아원,경기 여주 점봉길 9312,070-8776-0043,http://soolawon.co.kr/,"막걸리빚기 체험 | 장소 | 술아원 | 내용 | 막걸리를 직접 빚고, 빚은 막걸리를 가져가서 수일 후 걸러서 시음 | 소요시간 | 60~90분 | 투어비용 | 40,000원(인당) | 시음 (우리술 해설) | 장소 | 술아원 | 내용 | 술아원 제품 5종 이상 시음과 술이 만들어지는 과정, 우리술에 대한 해설 | 소요시간 | 60분 | 투어비용 | 20,000원(인당)"
218,스마트,충청북도 청주시 상당구 미원면 어암1길 21310,043-221-0412,https://www.smartbrewery.co.kr/shoppingsoju/?idx=164,
219,시나브로와이너리불휘농장,충청북도 영동군 심천면 약목2길 23,043-742-5275,https://www.bhwinery.com/index,
220,시트러스,제주특별자치도 서귀포시 남원읍 신례리 219171,064-767-9800,https://www.ehondiju.com/,
221,시향가,전라남도 곡성군 삼기면 근촌 1길 4,070-4113-0915,https://smartstore.naver.com/sihyangga,
222,신선,충북 청주시 상당구 것대로 5 1층,043-234-6799,https://smartstore.naver.com/sinseon,"3대가 함께 즐기는! 막걸리로 발효한 청주술빵 만들기체험 | 장소 | 충북 청주시 상당구 것대로5, 1층 청주신선주문화양조장/3층 체험교육실 | 내용 | 신선막걸리로 천연발효한 3대가 함께 즐기는 술빵체험! 청주, 청원생명쌀가루를 활용한 예쁘고 맛있는 신선술빵 만들기 체험 (+청주신선주 시음) | 소요시간 | 1시간 30분-2시간 | 투어비용 | 30,000원(인당) | 충북무형유산 신선주 빚기(+시음, 공장견학) | 장소 | 충북 청주시 상당구 것대로5, 1층 청주신선주문화양조장/3층 체험교육실 | 내용 | 10가지 이상 한약재가 들어간 충청도 선비의 술,  무형유산 청주신선주 빚기 체험(+양조장 견학 및 청주신선주 시음) | 소요시간 | 1시간 30분-2시간 | 투어비용 | 30,000원(인당)"
223,신평양조장,충남 당진시 신평면 신평로 813,041-362-6080,http://www.koreansul.co.kr,"막걸리(단양주) 빚기 | 장소 | 교육장 | 내용 | 전통주 강의, 막걸리 빚기, 제품 시음 (본인이 빚은 막걸리 가져가기) | 소요시간 | 2시간 | 투어비용 | 개인당 25,000원 / 15명 이상"
224,씨C막걸리,"서울시 강남구 논현로 18 (개포동), 지수빌딩 2층",0507-1338-2621,,
225,아리랑주조,충남 청양군 대치면 방죽곡길 4619,041-943-7678,https://ystar.modoo.at/,
226,아이비영농조합,경기도 양평군 강하면 왕창부로길 110,031-775-0500,https://ibee21.com/index.html,
227,아토양조장,경기도 용인시 기흥구 평촌2로1번길 27,031-286-2307,https://smartstore.naver.com/attobrewery,
228,악양주조,경남 하동군 악양면 악양서로 363,055-883-3037,https://smartstore.naver.com/akyangjujo,
229,안동소주올소,경북 안동시 서후면 금계2길 52,054-843-0106,https://olso.co.kr/board/shop/index.php,
230,안동소주일품,경북 안동시 풍산읍 괴정리 9265번지,054-854-6080,http://www.ilpoomsoju.com/,
231,안양주조장,전남 장흥군 안양면 주교비동로 4,061-862-6008,,
232,애플린영농조합,전라북도 무주군 무주읍 유속1길 34 (우 : 55524),010-3035-4736,https://shopping.naver.com/fresh/traditionalalcohol/stores/100158233,
233,양나인비노,강원특별자치도 양구군 동면 펀치볼로 65,010-3168-9976,https://smartstore.naver.com/ygvino,
234,양반안동소주,경북 안동시 남후면 광음리 11112,010-5617-3378,https://www.sojumall.com/htm/main.htm,
235,양양술곳간,강원도 양양군 강현면 안골로 2217,010-9039-6083,https://yangyangsoolgodgan.com/,
236,양온소온,강원 횡성군 갑천면 청정로매일2길 31 1층,0507-1360-5649,https://www.instagram.com/ricewine_on/,
237,양조학당,경기도 광명시 하안로 60 광명테크노파크 E동 812호,02-598-3222,https://yangjohakdang.com/,
238,양주골이가,경기도 양주시 백석읍 부흥로983번길 1227 (우 : 11506),010-5397-2255,http://egaju.co.kr/,
239,양주도가,경기도 양주시 광적면 현석로 755 (우 : 11413),010-2711-8294,https://smartstore.naver.com/yangjudoga,
240,양촌감영농조합,충남 논산시 황산벌로 107521,041-734-8910,https://shopping.naver.com/fresh/traditionalalcohol/stores/100294111,
241,양촌양조,충남 논산시 양촌면 매죽헌로 1665번길 147,041-741-2011,https://yangchon.co.kr/products,"체험안내 | 장소 | 내용 | 양조장체험과 견학은 개인이 아닌 단체일 경우 가능하다. 낮은 2층으로 되어 있는 발효체험 전시실은 술이 만들어지는 과정과 발효, 효모 등 전통 양조법을 살펴볼 수 있다. 양조장 안쪽에는 창업이후 양조장에서 활용된 양조기구들을 전시해 뒀다. | 소요시간 | 투어비용"
242,양촌와이너리,충청남도 논산시 양촌면 황산벌로 107521,0507-1466-8937,https://smartstore.naver.com/choosi/?NaPm=ct%3Dlkm6j0d2%7Cci%3Dcheckout%7Ctr%3Dds%7Ctrx%3Dnull%7Chk%3D1c05f130954f743bc8fb02b7bf901eade5a17fdc,"어린이 체험 - 잉어 먹이주기&감 농장 경운기 타기 | 장소 | 양촌와이너리 야외 정원 | 내용 | 아이들과 함께와도 즐겁게 보낼수 있는 체험프로그램을 준비했어요. 30살이 넘는 잉어도 있는 야외 잉어연못에서 어린이용 잉어낚시로 먹이를 주고 감농장 나무 사이로 있는 사잇길로 어린이 경운기 운전도 즐겨보세요. (어린이 경운기 체중 60kg 미만만 가능) | 소요시간 | 30분 | 투어비용 | 3,000원(인당) | 와인 시음 체험 | 장소 | 양촌와이너리 체험카페 | 내용 | 와이너리에서 만들고 있는 다양한 와인, 스피릿중 2종을 시음할 수 있습니다. 함께 어울리는 치즈,쿠키,견과류 등으로 이루어진 플레터를 제공해드립니다. 운전을 하고 오신 동반자를 위해 차 또는 커피도 무료로 드립니다. ※ 시음체험 고객이 주류 구매시 체험권 1개당 주류 1병 3천원 추가할인 ※ | 소요시간 | 30분 | 투어비용 | 8,000원 (동반인과 쉐어 가능) | 와인 족욕 | 장소 | 양촌와이너리 체험카페 2층 | 내용 | 항균작용과 항산화 효능이 있는 감와인 족욕으로 힐링의 시간을 가져보세요. 논산 탑정호 호수 산책과 함께 하면 더욱 좋습니다. (족욕 + 와인시음 또는 음료 제공) | 소요시간 | 30분-1시간 | 투어비용 | 12,000원(인당)"
243,어떤하루,전라남도 고흥군 도양읍 목넘가는길 525,070-7785-1429,www.eotteonharu.com,
244,어메이징브루잉컴퍼니,서울 성동구 성수일로 39,0507-1401520-8,https://www.amazingbrewing.co.kr/,
245,에델농원,충청북도 단양군 영춘면 별방창원로 896,043-421-8285,http://www.wineedel.com/skin_mw1/,
246,여주육묘영농조합,경기도 여주군 가남면 연대리 566,031-833-8190,,
247,여포와인농장,충북 영동군 양강면 유점지촌길 75,043-744-7702,https://yeopo.modoo.at/,"체험안내 | 장소 | 내용 | 여포와인농장에서는 다양한 체험 프로그램을 개발, 운영하고 있다. 와이너리 투어는 대표적인 체험 프로그램이다. 와이너리 안팎을 둘러본 뒤 대표 와인을 시음할 수 있다. 투어는 단체는 물론 개인으로도 참여 가능하며, 예약은 필수다. 여포와인농장 한 켠에 자리잡은 화덕을 이용한 황토 피자 만들기도 가능하며 올 하반기에는 나만의 와인 만들기 체험도 실시할 예정이다. | 소요시간 | 투어비용"
248,역전양조장역전회관,서울시 마포구 토정로 37길 47,02-703-0019,www.yukjeon.com,
249,연미정와이너리,인천광역시 강화군 강화읍 연미정길36번길 4817,032-933-9129,http://www.yeunmi.co.kr,"와인 3종 테스팅 | 장소 | 연미정 와이너리 | 내용 | 연미정 화이트,로제,레드 테스팅 → 기념촬영 | 소요시간 | 자유 | 투어비용 | 20,000원(인당) | 1박 2일 (사전전화예약 필수) | 장소 | 연미정 와이너리 | 내용 | 와이너리에서  즐기는 1박 2일. 포도밭 탐방 및 기념촬영 | 소요시간 | 3시 시작 → 익일 11시 종료 | 투어비용 | 200,000원 (인당/숙박 포함) | 와인의 모든 것 | 장소 | 연미정 와이너리 | 내용 | 연미정와이너리 소개 (연미정의 역사, 스토리텔링, 포도재배와 와인생산) → <1타특강>으로 와인 고수만들기: 와인의 역사, 와인의 기본예절, 와인양조, 와인과 과학, 와인과 문화 → 기초 5종 와인테이스팅: 화이트,로제,레드,진생베리,아이스와인제공 → 기념촬영 | 소요시간 | 1시간 30분-2시간 | 투어비용 | 30,000원(인당)"
250,연천양조,경기도 연천군 마산면 청정로 1738번길 15,031-833-3775,https://ksool88.modoo.at/?NaPm=ct%3Dkj7xdaia%7Cci%3Dcheckout%7Ctr%3Dds%7Ctrx%3D%7Chk%3D7a2095c72e4d037a16692c63a0a54b00c1b9f400,
251,영농에스비케이조합,경북 문경시 영순면 영순로 645,1644-5189,,
252,영농조합보령전통주,충청남도 보령시 성주면 지게골길 47,010-5237-6825,https://smartstore.naver.com/boryengju,
253,영덕주조,경북 영덕군 강구면 소월1길 1610,054-733-5641,http://www.ydjujo.co.kr,
254,영월더덕영농조합,강원도 영월군 주천면 솔치로 633,033-372-1885,https://shopping.naver.com/fresh/traditionalalcohol/stores/100112684,
255,예밀2리영농조합,강원도 영월군 김삿갓면 예밀촌길 22820,033-375-3720,http://www.yemilchon.co.kr/,
256,예산사과와인,충남 예산군 고덕면 대몽로 10725,041-337-9584,http://www.chusawine.com,"사과 수확 체험 | 장소 | 사과 농장 | 내용 | 사과 수확 체험(9월~ 11월 중순) | 소요시간 | 30분 | 투어비용 | 4개 10,000원 | 와이너리 투어 | 장소 | 와이너리 | 내용 | 와인생산시설을 견학하고 와인과 증류주를 시음하는 체험 | 소요시간 | 30분 | 투어비용 | 10,000원(인당) | 사과파이 만들기 | 장소 | 와이너리 | 내용 | 사과파이를 만들고 굽는 체험 | 소요시간 | 1시간 30분 | 투어비용 | 8,000원(인당)"
257,예술주조,강원도 춘천시 신동면 풍류1길 63,033-261-1525,http://www.yesul.co.kr,"양온소(양조장) 견학(Aa) | 장소 | 양온소(양조장) | 내용 | 전통주의 역사, 전통주의 양조원리 등 설명, 생산 술 시음. 전통주체험관, 누룩체험관 등 구경. (중?고등학생은 반액 할인합니다.) | 소요시간 | 전통주 강의 (20분) → 시음(20분) → 양온소 구경(20분) / 총 1시간 정도 | 투어비용 | 개인당 10,000원 / 10명 이상"
258,예인화원,경북 경주시 남산순환로 10,054-771-7088,https://yeinwinerywine.modoo.at/,
259,예천양조,경상북도 예천군 용궁면 월오길 17,054-655-8839,https://yecheonbrewery.com/,
260,오대서주양조장,(25326)강원도 평창군 진부면 영정게길 571 오대서주양조장,033-335-7609,https://www.pcwine.co.kr/,
261,오대서주양조,오대서주양조,033-335-7609,http://www.pcwine.co.kr/main/index,
262,오르또와이너리,경상북도 봉화군 춘양면 문수호 210547,010-5230-0480,https://smartstore.naver.com/ortowinery,
263,오름주가,경상남도 사천시 미룡길 3120,055-855-3626,,
264,오미나라,경북 문경시 문경읍 새재로 609,054-572-0601,http://www.omynara.com/,"오미나라 전제품 시음 | 장소 | 오미나라 체험장 | 내용 | 오미나라 주요 제품을 맛과 향을 음미할 수 있는 시음 체험 | 소요시간 | 1시간 | 투어비용 | 10,000원(인당) | 나만의 기념주 | 장소 | 오미나라 체험장 | 내용 | 문경바람 오크 40을 직접 주입하여, 소장하는 체험 프로그램 | 소요시간 | 1시간 | 투어비용 | 30,000원(인당)"
265,오산양조,경기도 오산시  시장길 63,031-374-2139,https://www.osansool.com/,"기본 일일체험 | 장소 | 오산양조 교육장 | 내용 | 최소 8인 이상 진행 가능 / 미니강의 + 시음 + 체험 / 빚은 술 : 3L용기에 담아서 가져감 | 소요시간 | 1시간 30분-2시간 | 투어비용 | 30,000원(인당) | 단호박 술 빚기 | 장소 | 오산양조 교육장 | 내용 | 최소 8인 이상 진행 가능 / 미니강의 + 시음 + 체험 / 빚은 술 : 3L용기에 담아서 가져감 | 소요시간 | 1시간 30분-2시간 | 투어비용 | 40,000원(인당) | 국화주 빚기 | 장소 | 오산양조 교육장 | 내용 | 최소 8인 이상 진행 가능 / 미니강의 + 시음 + 체험 / 빚은 술 : 3L용기에 담아서 가져감 | 소요시간 | 1시간 30분-2시간 | 투어비용 | 40,000원(인당) | 헌주 빚기 | 장소 | 오산양조 교육장 | 내용 | 부모님 생신, 기념일 등 어른들께 선물하는 순곡주 체험. 10L 술덧 거르기 체험, 병입 후 가져감 / 체험 내용 협의 가능 | 소요시간 | 1시간 30분-2시간 | 투어비용 | 300,000원 | 이벤트 술 빚기 | 장소 | 오산양조 교육장 | 내용 | 행사기념, K-culture 체험, 이벤트용 술 빚기 등 | 소요시간 | 1시간 30분-2시간 | 투어비용 | 300,000원 | 견학 프로그램 | 장소 | 오산양조 교육장 | 내용 | 최소 4인 이상 진행 가능 / 회사소개 + 시음 + 현장견학 | 소요시간 | 1시간 | 투어비용 | 25,000원(인당)"
266,오성주조장,경기 이천시 단월로28번길 3,031-633-5864,,
267,옥수주조,서울 성동구 한림말5길 15 지하1층,0507-134-13943,https://www.instagram.com/oksujujo/,
268,옥순가소곡주마주,충청남도 서천군 서초면 시초동로 881,010-5094-8267,https://smartstore.naver.com/oksoonga/products/4785125963,
269,온증류소,경기도 광주시 봉골길134번길 427,031-762-1298,https://smartstore.naver.com/distilleryon,
270,온지술도가,서울특별시 은평구 통일로65길 26 (해피플러스2) 지하1층 (우 : 03397),010-5605-5114,https://smartstore.naver.com/onzisuldoga,
271,왕주,충남 논산시 원댕이길 265(강산동),041-733-1700,https://kingwine.co.kr/,
272,용두산조은술,충북 제천시 송학면 송학주천로 647,043-642-7723,https://smartstore.naver.com/woorisool,
273,용두산조은술영,충북 제천시 송학면 송한리 4773번지,043-647-2333,,
274,우리도가,경기도 가평군 조종면 연인산로 48,,https://smartstore.naver.com/wooridoga/products/6611468981?NaPm=ct%3Dlz9isgcg%7Cci%3D69c2f92a9e5e73d80a54253bae36ac66b633779e%7Ctr%3Dsls%7Csn%3D576325%7Chk%3D8915d90166059284a1c6527c8c811e7f4ef83680,
275,우리서막,서울특별시 성동구 성수일로 111 103호 우리서막,0507-1485-0443,https://smartstore.naver.com/wryseomak,
276,우리술,"경기 가평군 하면 대보간선로 26, 29",031-585-8525,http://www.woorisool.kr,
277,우보주책,"경기도 양평군 용문면 용문역길 26, 상일빌딩 2층 201호",031-0773-3757,https://woobojoocheck.com/,
278,우포의아침,경상남도 창녕군 대지면 대지농공단지길 40,070-4105-0997,www.goodtomorrow.co.kr,
279,운곡도가,울산광역시 중구 다운동 구루미6길 6,052-249-4563,https://www.instagram.com/ungokdoga/,
280,울진술도가,경상북도 울진군 근남면 노음2길 4,054-782-1855,,"술 짜기 및 시음 | 장소 | 내용 | 물과 희석하지 않은 발효된 막거리 원주를 채에 걸러 직접 짜보는 체험 - 가장 신선한 막걸리를 마셔보고 만져볼 수 있다. | 소요시간 | 강의 60분, 체험 60분 | 투어비용 | 문의 054-782-1855"
281,원스피리츠농업,강원도 원주시 지정면 월송석화로 288 나동 1층,051-5860-2178,https://wonsoju.com/,
282,원조소곡주,충남 서천군 한산면 한마로34,041-951-0785,http://www.원조소곡주.com/,
283,월광주조,광주광역시 동구 필문대로 279 2층 (우 : 61449),010-3038-1722,https://smartstore.naver.com/wgwgwg,
284,월류원,충북 영동군 황간면 남성동3길 414,010-2466-7789,https://shopping.naver.com/fresh/traditionalalcohol/stores/100235003,
285,월류원오드린,충청북도 영동군 황간면 남성동3길 414,010-2466-7789,https://eaudelune.modoo.at/,
286,위와이너리,경상북도 영천시 금호옵 금호로 38621,010-8858-0715,https://smartstore.naver.com/8510770,
287,은척양조장,경북 상주시 은척면 봉중2길 164,054-541-6409,https://takbaeki.modoo.at/,
288,이가수불,충남 아산시 도고면 기곡로 77번길 307,041-543-2348,https://smartstore.naver.com/leegasubul,
289,이대앞양조장,서울 서대문구 연세로2마길 12 1F,02-0101-2580,https://www.instagram.com/edaeap.brewery,
290,이동주조,경기도 포천시 이동면 화동로 2466,031-535-2800,http://edongricewine.modoo.at/,
291,이쁜꽃양조장,서울시 중구 퇴계로197 충무빌딩 206호,,https://www.instagram.com/official.epkkot/,
292,이시보양조장,제주 서귀포시 대정읍 도원남로 158번길 36 이시보양조장,010-8548-4277,https://smartstore.naver.com/isibo,
293,이원양조장,충청북도 옥천군 이원면 묘목로 113,043-732-2177,http://iwonwine.com/new/index.php,"도리뱅뱅 | 장소 | 이원양조장 | 내용 | 90년 전통의 한국술 장인과 함께 양조장 견학을 실시하고 도리뱅뱅 쿠킹클래스를 함께 진행하는 남녀노소 모두 즐길 수 있는 체험 | 소요시간 | 2시간 | 투어비용 | 1만5000원 | 나만의 원주 만들기 | 장소 | 이원양조장 | 내용 | 90년 전통의 한국술 장인의 소개로 양조장을 견학하고 신선한 원주를 직접 거르고 병에 담아가는 프로그램으로 자신만의 라벨이 붙어있는 “나만의 원주”를 만나실 수 있습니다. | 소요시간 | 1시간30분 / 하루 3회 진행(토,일,월) 기타 요일은 별도 문의 | 투어비용 | 2만원 | 술빚기 체험 | 장소 | 이원양조장 | 내용 | 90년 전통의 한국술 장인의 고집스러운 술빚기를 가양주 형태로 안내해드리 프로그램으로 직접 빚은 술을 가져가실 수 있으며 신선한 막걸리를 증정합니다. | 소요시간 | 1시간 30분 / 예약필수 | 투어비용 | 3만원 | 증류 체험 | 장소 | 이원양조장 | 내용 | 90년 전통의 한국술 장인과 함께 증류체험을 하면서 증류주의 이론 교육까지 겸비된 체험. 가칭 이제는 증류주 시대다! | 소요시간 | 2시간 / 예약 필수 | 투어비용 | 5만원"
294,이호상우리술,"대전 중구 보문산로 1479, 1층",010-3846-9193,https://woorisool2540.modoo.at/,
295,이화백주,경상남도 양산시 상북면 상삼리 389,055-375-5677,https://www.facebook.com/ehwayangzo/,
296,인천탁주,인천광역시 부평구 안남로 433번길 26,032-524-5016,http://sosungju.modoo.at/,"막걸리 빚기 체험 | 장소 | 찾아가는 양조장 | 내용 | 탁주의 제조공정 및 라인 설명 > 술 빚기 체험 > 인천탁주 생산제품 시음 > 기념품 증정 | 소요시간 | 1-2시간 (체험 시간 문의) | 투어비용 | 25,000원(인당)"
297,자두사랑,경북 김천시 대학로 214,054-420-4155,https://jadusarang.modoo.at/,
298,자연과인삼,충북 괴산군 청천면 도경로 640,043-833-5829,www.gswine.modoo.at,
299,자희자양,전남 함평군 신광면 신해로 92,032-518-7111,http://jaheejayang.modoo.at/,
300,작은알자스,충북 충주시 수안보면 중골안길 14,0507-1333-2856,https://smartstore.naver.com/lesdom,
301,장희도가,충북 청주 청원구 내수읍 미원초정로 1275,070-4415-6567,http://www.xno39a70mg2rv1o.com/default/,"전통주 담아가기 체험 | 장소 | 장희도가 체험장 | 내용 | 찹쌀로 고두밥을 쪄서 누룩을 활용 전통적인 방법에 체험 | 소요시간 | 2시간 | 투어비용 | 30,000원(인당) | 딸기 막걸리 담아가기 체험 | 장소 | 장희도가 체험장 | 내용 | 지역에서 나는 청원생명 딸기와 찹쌀를 활용한 전통주 담아가기 체험 | 소요시간 | 2시간 | 투어비용 | 30,000원(인당) | 발효식초 음료 만들기, 막걸리 빵 만들기 체험 | 장소 | 장희도가 체험장 | 내용 | 천연발효식초를 이용한 음료 전통주 활용 빵 만들어 가기 | 소요시간 | 2시간 | 투어비용 | 30,000원(인당) | 증류주 진 만들기 체험 | 장소 | 장희도가 체험장 | 내용 | 전통주를 활용 나만이 좋아하는 아로마향 진 증류주 담아가기 | 소요시간 | 3시간 | 투어비용 | 50,000원(인당)"
302,전주이강주,전북 완주군 소양면 신지송광로 61912,063-212-5765,https://smartstore.naver.com/leegangju,
303,전통주연구개발원,경기도 가평군 가평읍 분자골로68번길 82,031-581-1054,http://전통주연구개발원.kr/,
304,정선명주,강원도 정선군 북평면 송석길 1467,02-795-7789,https://ararisool.modoo.at/,
305,제이1,경기도 수지구 광교중앙로 338 에이동 105호,0507-1417-1960,https://smartstore.naver.com/j1inc,
306,제이앤제이,경기도 용인시 처인구 양지면 남평로 114,070-8868-8323,https://smartstore.naver.com/jjbrewerykorea,
307,제이케이크래프트,부산광역시 동래구 사직북로48번길 34,010-2226-8523,http://gidarim.co.kr/,
308,제이케이크래프트기다림,부산 해운대구 좌동로 10번길 515 1층,051-505-8523,https://maeryogidarim.co.kr/,
309,제주양조장,제주특별자치도 제주시 조천읍 남조로2064,064-792-1950,www.wine1950.com,
310,제주고소리술익는집,제주도 서귀포시 표선면 중산간동로 4726,064-787-5046,http://jejugosorisul.com/,"체험 안내 | 장소 | 내용 | 전통주 시음 | 소요시간 | 투어비용 | A코스 1만 원(10인 이상), B코스 2만 원(5인 이상) | 체험 안내 | 장소 | 내용 | 누룩 만들기 | 소요시간 | 투어비용 | 1만 원(5인 이상) | 체험 안내 | 장소 | 내용 | 오메기술 만들기 | 소요시간 | 투어비용 | 3만 원(5인 이상) | 체험 안내 | 장소 | 내용 | 쉰다리(보리 발효 음료) 만들기 | 소요시간 | 투어비용 | 문의 064-787-5046 | 체험 안내 | 장소 | 내용 | 고소리술 내리기 | 소요시간 | 투어비용 | 문의 064-787-5046"
311,제주곶밭,제주 제주시 제주대학로 102 제주대학교,010-4238-2358,https://smartstore.naver.com/jeju_gott_batt,
312,제주본초협동조합왕지케,제주 제주시 한경면 고산로2길 2213,064-773-0988,https://jejucoop.modoo.at/?link=411ziq69,
313,제주샘주,제주 제주시 애월읍 애원로 283,064-799-4225,http://www.jejusaemju.co.kr,"쉰다리 만들기 체험 | 장소 | 제주샘酒 양조장 | 내용 | 제주 전통음료로 발효과정을 볼 수 있는 쉰다리 만들기 체험 | 소요시간 | 40분~1시간 | 투어비용 | 인당 20,000원 (문의: 064-799-4225) | 오메기떡 만들기 체험 | 장소 | 제주샘酒 양조장 | 내용 | 오메기떡은 예로부터 오메기술을 빚기위한 좁쌀로 만들어진 구멍떡으로 오메기술을 이해하기 위하여 오메기떡을빚어보는 체험 | 소요시간 | 40분~1시간 | 투어비용 | 인당 20,000원 (문의: 064-799-4225) | 칵테일 만들기 체험 | 장소 | 제주샘酒 양조장 | 내용 | 제주샘주의 고소리술을 이용하여 제주샘주만의 칵테일 레시피에 따라 직접 만들고 시음 | 소요시간 | 1시간 | 투어비용 | 인당 30,000원 (문의: 064-799-4225)"
314,제주와이너리,제주 제주시 애월읍 용흥7길 23 제주와이너리,010-8342-8252,https://smartstore.naver.com/jejuwinery,
315,제주커피수목원,제주 서귀포시 안덕면 사계리 3136,010-5955-8813,http://www.coffeewine.kr,
316,제천한약영,충북 제천시 봉양읍 원박리 276,043-642-9000,www.jcmedi.com,
317,젤코바와이너리,경북 상주시 청리면 남상주로 11083,010-4507-7232,,
318,조은술세종,충북 청주시 청원구 사천로18번길 52,043-218-7689,www.sjbrewery.co.kr,"시음 및 양조장 견학 | 장소 | 회의실 및 양조장 | 내용 | 막걸리, 약주, 증류식소주, 과실주 등 비교시음 및 양조장 견학 | 소요시간 | 약1시간 | 투어비용 | 문의요망 043-218-7689"
319,조흔와이너리,경북 영천시 조흔달길 2253,,WWW.영천와인.COM,
320,좋은술,경기 평택시 오성면 숙성뜰길 108,031-681-8929,https://jsul.modoo.at/,체험안내 | 장소 | - | 내용 | 좋은술은 전통주와 지역 관광체험을 연계해 평택을 찾는 관광객에게 볼거리뿐 아니라 전통주를 직접 제조하고 시음해보는 체험 프로그램도 운영하고 있다. | 소요시간 | - | 투어비용 | -
321,주다솜,경기 용인시 처인구 모현읍 곡현로 6802,031-322-9945,http://judasom.cafe24.com/,
322,주방장양조장,대전 유성구 노은서로76번길 7515,0507-1342-4880,https://www.instagram.com/jubangjang_brewery/,
323,주연향,인천광역시 강화군 송해면 당골길 7526 1층,010-6421-6253,https://smartstore.naver.com/juyeonhyang,
324,중원당,충북 충주시 가금면 창동리 243,043-842-5005,http://www.청명주.com/,
